beam_name,length,concrete_area,concrete_cover,steel_area,frp_area,insulation_thickness,insulation_depth,conc_strength,steel_strength,frp_strength,glass_transition,thermal_conductivity,specific_heat,total_load,load_ratio,fire_resistance
I5_ B1541,3840,120000,38,593.87,304.5,19.0,0.0,32.0,437,1068,88,0.177,279000,81.23,62.2,40
I5_ B1542,3540,120000,38,593.87,153.0,19.0,0.0,36.0,456,1138,86,0.196,309000,105.05,67.25,40
I5_ B1543,4040,120000,38,395.91,107.1,19.0,38.0,38.0,422,1138,82,0.182,288000,40.97,45.06,140
I5_ B1544,4600,120000,38,395.91,142.8,19.0,38.0,35.0,420,1034,86,0.22,348000,38.36,56.69,120
I5_ B1545,4480,120000,38,395.91,35.7,19.0,38.0,35.0,447,4840,84,0.179,282000,55.33,69.56,60
I5_ B1546,4560,120000,38,569.76,210.0,19.0,38.0,30.0,448,1100,72,0.188,297000,41.79,45.71,185
I5_ B1547,5000,120000,38,569.76,204.0,19.0,38.0,29.0,423,1068,85,0.171,270000,44.8,61.63,45
I5_ B1548,5380,120000,38,569.76,30.8,19.0,38.0,36.0,440,4318,79,0.22599999999999998,357000,43.51,68.86,45
I5_ B1549,3700,120000,38,593.87,265.2,19.0,38.0,27.0,441,1034,82,0.162,255000,68.5,48.59,180
I5_ B1550,4880,120000,38,593.87,64.8,19.0,38.0,33.0,424,4100,74,0.158,248999,67.45,61.33,40
I5_ B1551,4420,120000,38,593.87,26.4,19.0,38.0,35.0,430,4318,83,0.179,282000,70.59,69.84,45
I5_ B1552,3840,120000,38,395.91,153.0,19.0,76.0,40.0,452,1068,86,0.207,327000,46.92,44.25,165
I5_ B1553,5460,120000,38,395.91,263.9,19.0,76.0,33.0,418,1034,82,0.217,342000,40.54,57.37,45
I5_ B1554,4040,120000,38,395.91,107.1,19.0,76.0,31.0,455,1138,88,0.163,257999,68.43,68.88,75
I5_ B1555,6200,120000,38,569.76,284.2,19.0,76.0,39.0,435,1068,84,0.177,279000,29.62,43.68,200
I5_ B1556,4760,120000,38,569.76,55.2,19.0,76.0,32.0,448,4100,81,0.207,327000,47.96,54.03,170
I5_ B1557,5560,120000,38,569.76,224.4,19.0,76.0,28.0,420,1068,87,0.219,345000,48.82,61.79,50
I5_ B1558,4580,120000,38,593.87,34.0,19.0,76.0,40.0,438,4840,79,0.217,342000,49.71,49.13,205
I5_ B1559,5460,120000,38,593.87,69.3,19.0,76.0,29.0,452,4123,83,0.175,276000,45.47,55.18,170
I5_ B1560,4660,120000,38,593.87,255.0,19.0,76.0,39.0,420,1034,83,0.177,279000,82.02,70.23,65
I5_ B1561,3740,120000,38,395.91,183.6,19.0,95.0,39.0,433,1034,83,0.196,309000,44.74,44.37,180
I5_ B1562,4360,120000,38,395.91,49.5,19.0,95.0,29.0,426,4123,77,0.16699999999999998,264000,45.15,55.91,180
I5_ B1563,5060,120000,38,395.91,50.4,19.0,95.0,40.0,455,4100,72,0.152,240000,58.52,69.21,45
I5_ B1564,5280,120000,38,569.76,304.5,19.0,95.0,35.0,441,1068,84,0.207,327000,36.14,44.48,180
I5_ B1565,5600,120000,38,569.76,69.3,19.0,95.0,36.0,425,4123,75,0.196,309000,36.85,55.88,155
I5_ B1566,4520,120000,38,569.76,66.0,19.0,95.0,38.0,436,4123,84,0.16899999999999998,267000,58.95,70.72,65
I5_ B1567,4180,120000,38,593.87,122.4,19.0,95.0,36.0,428,1138,85,0.211,333000,50.21,44.67,260
I5_ B1568,4060,120000,38,593.87,39.1,19.0,95.0,33.0,427,4840,77,0.192,303000,56.88,53.48,210
I5_ B1569,4080,120000,38,593.87,127.5,19.0,95.0,35.0,454,1138,84,0.156,246000,79.17,71.31,60
I5_ B1570,5220,120000,38,395.91,56.1,19.0,114.0,28.0,460,4123,80,0.2,315000,28.3,45.17,200
I5_ B1571,4740,120000,38,395.91,25.3,19.0,114.0,28.0,432,4318,73,0.182,288000,39.75,63.86,180
I5_ B1572,3560,120000,38,395.91,214.2,19.0,114.0,27.0,447,1034,82,0.20900000000000002,330000,77.68,71.12,50
I5_ B1573,5740,120000,38,569.76,139.2,19.0,114.0,37.0,423,966,84,0.196,309000,31.29,44.71,220
I5_ B1574,5720,120000,38,569.76,66.0,19.0,114.0,36.0,448,4123,74,0.196,309000,35.2,53.35,195
I5_ B1575,4120,120000,38,569.76,174.0,19.0,114.0,40.0,449,966,84,0.22,348000,65.53,68.55,45
I5_ B1576,4080,120000,38,593.87,37.4,19.0,114.0,35.0,453,4840,84,0.19799999999999998,312000,50.63,46.4,250
I5_ B1577,4180,120000,38,593.87,204.0,19.0,114.0,32.0,456,1068,82,0.194,306000,72.28,54.24,210
I5_ B1578,5180,120000,38,593.87,69.6,19.0,114.0,29.0,442,4100,84,0.213,336000,71.38,70.84,50
I5_ B1579,4660,140000,25,569.76,24.2,19.0,0.0,30.0,418,4318,79,0.20900000000000002,330000,32.53,46.76,125
I5_ B1580,4040,140000,25,569.76,132.6,19.0,0.0,35.0,425,1138,88,0.213,336000,53.76,53.52,90
I5_ B1581,4060,140000,25,569.76,69.3,19.0,0.0,36.0,439,4123,77,0.222,351000,80.04,70.82,45
I5_ B1582,4620,140000,25,593.87,230.0,19.0,0.0,39.0,436,1100,76,0.22599999999999998,357000,52.86,47.2,15
I5_ B1583,5480,140000,25,593.87,27.5,19.0,0.0,29.0,414,4318,79,0.16,252000,52.34,65.14,95
I5_ B1584,3720,140000,25,593.87,55.2,19.0,0.0,31.0,455,4100,72,0.162,255000,95.55,71.57,45
I5_ B1585,6120,140000,25,854.64,89.1,19.0,0.0,34.0,414,4123,79,0.158,248999,35.33,44.38,155
I5_ B1586,4280,140000,25,854.64,255.0,19.0,0.0,35.0,452,1034,86,0.224,354000,78.57,57.53,15
I5_ B1587,4760,140000,25,854.64,42.5,19.0,0.0,38.0,422,4840,75,0.213,336000,84.2,71.24,15
I5_ B1588,6000,140000,25,569.76,107.1,19.0,25.0,32.0,455,1138,86,0.228,360000,23.97,43.23,170
I5_ B1589,4400,140000,25,569.76,158.1,19.0,25.0,28.0,439,1138,86,0.205,324000,50.01,57.59,90
I5_ B1590,6140,140000,25,569.76,324.8,19.0,25.0,28.0,457,1068,86,0.219,345000,43.32,70.53,45
I5_ B1591,5240,140000,25,593.87,204.0,19.0,25.0,30.0,428,1034,88,0.186,294000,42.01,42.67,195
I5_ B1592,4560,140000,25,593.87,234.6,19.0,25.0,29.0,440,1068,82,0.162,255000,65.37,57.5,100
I5_ B1593,4940,140000,25,593.87,260.0,19.0,25.0,37.0,416,1100,84,0.217,342000,78.5,70.5,40
I5_ B1594,4860,140000,25,854.64,240.0,19.0,25.0,27.0,432,1100,76,0.154,243000,45.95,47.49,160
I5_ B1595,5680,140000,25,854.64,446.6,19.0,25.0,32.0,429,1034,86,0.184,291000,66.2,60.67,100
I5_ B1596,5180,140000,25,854.64,122.4,19.0,25.0,37.0,444,1138,85,0.177,279000,76.05,69.06,110
I5_ B1597,5620,140000,25,569.76,30.8,19.0,50.0,38.0,435,4318,80,0.184,291000,32.03,45.92,135
I5_ B1598,4940,140000,25,569.76,224.4,19.0,50.0,35.0,447,1034,86,0.175,276000,53.17,60.48,105
I5_ B1599,5520,140000,25,569.76,234.6,19.0,50.0,31.0,451,1034,88,0.188,297000,55.57,70.85,45
I5_ B1600,4700,140000,25,593.87,426.3,19.0,50.0,34.0,421,1034,84,0.215,339000,49.98,44.55,155
I5_ B1601,4120,140000,25,593.87,426.3,19.0,50.0,29.0,441,1034,87,0.194,306000,69.45,53.21,110
I5_ B1602,3760,140000,25,593.87,306.0,19.0,50.0,29.0,454,1034,88,0.186,294000,115.05,69.92,40
I5_ B1603,4520,140000,25,854.64,265.2,19.0,50.0,33.0,428,1034,87,0.2,315000,48.85,44.24,225
I5_ B1604,5140,140000,25,854.64,85.8,19.0,50.0,39.0,449,4123,78,0.194,306000,72.04,64.56,100
I5_ B1605,5060,140000,25,854.64,150.8,19.0,50.0,36.0,447,966,87,0.18100000000000002,285000,81.41,71.39,105
I5_ B1606,6180,140000,25,569.76,304.5,19.0,62.5,34.0,458,1068,83,0.19799999999999998,312000,33.02,43.1,180
I5_ B1607,4220,140000,25,569.76,112.2,19.0,62.5,38.0,442,1138,84,0.222,351000,46.84,52.48,130
I5_ B1608,6100,140000,25,569.76,79.2,19.0,62.5,29.0,419,4123,72,0.194,306000,47.74,71.3,40
I5_ B1609,5140,140000,25,593.87,69.3,19.0,62.5,37.0,418,4123,85,0.162,255000,46.97,45.74,190
I5_ B1610,5440,140000,25,593.87,210.0,19.0,62.5,39.0,415,1100,75,0.16,252000,54.29,60.89,50
I5_ B1611,3920,140000,25,593.87,234.6,19.0,62.5,29.0,429,1068,83,0.16899999999999998,267000,101.58,70.59,40
I5_ B1612,5540,140000,25,854.64,147.9,19.0,62.5,38.0,446,1138,85,0.203,321000,47.38,42.14,200
I5_ B1613,5240,140000,25,854.64,244.8,19.0,62.5,32.0,447,1068,85,0.165,261000,62.26,57.5,175
I5_ B1614,4400,140000,25,854.64,548.1,19.0,62.5,32.0,424,1068,87,0.19,300000,93.85,70.52,50
I5_ B1615,4540,140000,25,569.76,316.2,19.0,75.0,30.0,457,1034,87,0.186,294000,47.6,45.48,155
I5_ B1616,5580,140000,25,569.76,29.7,19.0,75.0,40.0,422,4318,83,0.177,279000,34.69,54.41,155
I5_ B1617,5700,140000,25,569.76,57.6,19.0,75.0,37.0,450,4100,76,0.211,333000,49.53,70.52,45
I5_ B1618,4480,140000,25,593.87,168.2,19.0,75.0,37.0,429,966,85,0.213,336000,50.43,48.32,185
I5_ B1619,5420,140000,25,593.87,174.0,19.0,75.0,40.0,443,966,85,0.171,270000,56.74,52.92,165
I5_ B1620,5460,140000,25,593.87,304.5,19.0,75.0,39.0,414,1068,85,0.19,300000,70.18,69.39,45
I5_ B1621,5940,140000,25,854.64,102.3,19.0,75.0,28.0,459,4123,81,0.194,306000,50.16,48.5,210
I5_ B1622,4860,140000,25,854.64,89.1,19.0,75.0,35.0,415,4123,81,0.16699999999999998,264000,74.09,63.64,130
I5_ B1623,4740,140000,25,854.64,139.2,19.0,75.0,30.0,456,966,85,0.165,261000,73.89,72.61,145
I5_ B1624,4240,140000,38,569.76,44.2,19.0,0.0,38.0,456,4840,84,0.203,321000,50.24,47.02,165
I5_ B1625,5880,140000,38,569.76,304.5,19.0,0.0,36.0,431,1034,87,0.18100000000000002,285000,34.89,52.89,150
I5_ B1626,5720,140000,38,569.76,385.7,19.0,0.0,35.0,426,1034,84,0.203,321000,47.36,70.06,50
I5_ B1627,5480,140000,38,593.87,72.6,19.0,0.0,35.0,444,4123,77,0.16699999999999998,264000,42.2,46.14,210
I5_ B1628,3980,140000,38,593.87,117.3,19.0,0.0,40.0,425,1138,83,0.196,309000,69.66,59.27,125
I5_ B1629,3620,140000,38,593.87,139.2,19.0,0.0,27.0,458,966,83,0.17300000000000001,273000,84.95,72.0,35
I5_ B1630,5080,140000,38,854.64,57.6,19.0,0.0,36.0,442,4100,79,0.162,255000,49.63,48.58,15
I5_ B1631,4480,140000,38,854.64,466.9,19.0,0.0,32.0,444,1068,88,0.165,261000,81.6,62.71,45
I5_ B1632,4880,140000,38,854.64,117.3,19.0,0.0,35.0,438,1138,85,0.184,291000,76.65,72.38,110
I5_ B1633,5520,140000,38,569.76,426.3,19.0,38.0,27.0,437,1034,86,0.18100000000000002,285000,34.63,48.36,170
I5_ B1634,5220,140000,38,569.76,365.4,19.0,38.0,27.0,441,1034,85,0.19,300000,45.25,55.35,130
I5_ B1635,4140,140000,38,569.76,214.2,19.0,38.0,35.0,452,1068,87,0.205,324000,68.75,70.85,45
I5_ B1636,4480,140000,38,593.87,270.0,19.0,38.0,36.0,435,1100,74,0.179,282000,47.95,42.01,175
I5_ B1637,4480,140000,38,593.87,52.8,19.0,38.0,27.0,427,4100,80,0.228,360000,60.23,60.14,125
I5_ B1638,4060,140000,38,593.87,234.6,19.0,38.0,29.0,452,1068,83,0.194,306000,88.11,70.82,45
I5_ B1639,5600,140000,38,854.64,204.0,19.0,38.0,40.0,458,1034,82,0.217,342000,38.41,45.43,260
I5_ B1640,4520,140000,38,854.64,145.0,19.0,38.0,33.0,453,966,86,0.158,248999,69.97,61.03,175
I5_ B1641,5180,140000,38,854.64,220.0,19.0,38.0,33.0,456,1100,78,0.186,294000,65.12,71.61,90
I5_ B1642,4560,140000,38,569.76,214.2,19.0,76.0,29.0,436,1068,86,0.215,339000,40.82,43.69,205
I5_ B1643,5680,140000,38,569.76,99.0,19.0,76.0,27.0,415,4123,82,0.207,327000,45.86,57.09,45
I5_ B1644,4160,140000,38,569.76,263.9,19.0,76.0,39.0,421,1068,83,0.217,342000,71.05,69.07,45
I5_ B1645,4120,140000,38,593.87,121.8,19.0,76.0,28.0,450,966,82,0.188,297000,44.96,44.69,300
I5_ B1646,3760,140000,38,593.87,214.2,19.0,76.0,36.0,423,1068,85,0.16899999999999998,267000,73.41,55.16,165
I5_ B1647,3660,140000,38,593.87,85.8,19.0,76.0,32.0,422,4123,76,0.152,240000,92.39,70.97,45
I5_ B1648,4440,140000,38,854.64,142.8,19.0,76.0,32.0,432,1138,82,0.17300000000000001,273000,56.88,47.35,250
I5_ B1649,5920,140000,38,854.64,33.0,19.0,76.0,27.0,444,4318,74,0.171,270000,42.26,57.86,215
I5_ B1650,5360,140000,38,854.64,50.4,19.0,76.0,31.0,416,4100,72,0.19799999999999998,312000,55.66,72.1,135
I5_ B1651,4360,140000,38,569.76,75.9,19.0,95.0,30.0,420,4123,83,0.194,306000,36.05,44.83,205
I5_ B1652,6120,140000,38,569.76,45.9,19.0,95.0,38.0,417,4840,74,0.154,243000,38.29,61.93,50
I5_ B1653,4620,140000,38,569.76,275.4,19.0,95.0,27.0,424,1034,86,0.213,336000,67.18,70.48,40
I5_ B1654,3800,140000,38,593.87,345.1,19.0,95.0,35.0,456,1068,87,0.224,354000,73.52,47.55,185
I5_ B1655,5460,140000,38,593.87,345.1,19.0,95.0,34.0,445,1034,82,0.165,261000,56.0,54.83,185
I5_ B1656,5120,140000,38,593.87,224.4,19.0,95.0,38.0,419,1068,86,0.211,333000,77.58,70.59,65
I5_ B1657,6020,140000,38,854.64,34.1,19.0,95.0,36.0,439,4318,76,0.179,282000,38.94,44.77,265
I5_ B1658,5520,140000,38,854.64,102.3,19.0,95.0,39.0,414,4123,72,0.22599999999999998,357000,60.0,57.21,145
I5_ B1659,5780,140000,38,854.64,220.0,19.0,95.0,39.0,420,1100,77,0.152,240000,56.98,71.14,55
I5_ B1660,6160,140000,38,569.76,34.1,19.0,114.0,40.0,445,4318,73,0.203,321000,30.6,44.91,220
I5_ B1661,4800,140000,38,569.76,27.5,19.0,114.0,30.0,421,4318,79,0.203,321000,40.46,60.83,180
I5_ B1662,5940,140000,38,569.76,285.6,19.0,114.0,33.0,423,1034,86,0.196,309000,47.0,70.05,45
I5_ B1663,4400,140000,38,593.87,204.0,19.0,114.0,40.0,445,1068,83,0.22599999999999998,357000,56.51,43.18,230
I5_ B1664,4600,140000,38,593.87,147.9,19.0,114.0,33.0,421,1138,88,0.19,300000,67.79,60.47,175
I5_ B1665,3660,140000,38,593.87,48.0,19.0,114.0,33.0,446,4100,72,0.16699999999999998,264000,90.87,71.25,55
I5_ B1666,4580,140000,38,854.64,446.6,19.0,114.0,39.0,448,1068,88,0.158,248999,65.67,44.0,255
I5_ B1667,5140,140000,38,854.64,588.7,19.0,114.0,30.0,451,1034,83,0.18100000000000002,285000,78.47,61.76,50
I5_ B1668,5360,140000,38,854.64,150.8,19.0,114.0,32.0,428,966,85,0.186,294000,59.22,72.52,165
I5_ B1669,5300,135000,25,569.76,365.4,19.0,0.0,27.0,427,1034,87,0.158,248999,36.42,45.65,130
I5_ B1670,4660,135000,25,569.76,67.2,19.0,0.0,33.0,422,4100,73,0.224,354000,48.48,53.46,105
I5_ B1671,4640,135000,25,569.76,132.6,19.0,0.0,28.0,415,1138,84,0.205,324000,64.35,71.48,30
I5_ B1672,3880,135000,25,593.87,426.3,19.0,0.0,27.0,449,1068,85,0.17300000000000001,273000,69.77,44.28,145
I5_ B1673,4300,135000,25,593.87,240.0,19.0,0.0,35.0,455,1100,78,0.186,294000,80.41,58.72,90
I5_ B1674,4760,135000,25,593.87,284.2,19.0,0.0,40.0,428,1068,83,0.22599999999999998,357000,96.65,68.99,35
I5_ B1675,5140,135000,25,854.64,127.5,19.0,0.0,29.0,448,1138,87,0.154,243000,49.22,44.18,245
I5_ B1676,5960,135000,25,854.64,121.8,19.0,0.0,38.0,425,966,84,0.217,342000,51.88,54.27,165
I5_ B1677,4360,135000,25,854.64,214.2,19.0,0.0,31.0,434,1068,87,0.152,240000,108.21,71.85,35
I5_ B1678,5280,135000,25,569.76,234.6,19.0,25.0,38.0,427,1034,86,0.16,252000,38.93,48.23,135
I5_ B1679,4140,135000,25,569.76,214.2,19.0,25.0,33.0,416,1068,88,0.20900000000000002,330000,76.66,62.28,40
I5_ B1680,4300,135000,25,569.76,230.0,19.0,25.0,32.0,446,1100,82,0.211,333000,78.88,70.79,30
I5_ B1681,4920,135000,25,593.87,385.7,19.0,25.0,36.0,454,1034,87,0.19799999999999998,312000,55.67,43.82,145
I5_ B1682,4020,135000,25,593.87,60.0,19.0,25.0,27.0,438,4100,74,0.18100000000000002,285000,85.82,64.4,95
I5_ B1683,4920,135000,25,593.87,102.0,19.0,25.0,33.0,451,1138,86,0.179,282000,71.31,69.73,40
I5_ B1684,6200,135000,25,854.64,64.8,19.0,25.0,35.0,420,4100,74,0.228,360000,42.39,49.29,165
I5_ B1685,5880,135000,25,854.64,588.7,19.0,25.0,30.0,418,1034,87,0.205,324000,76.59,63.2,35
I5_ B1686,6040,135000,25,854.64,210.0,19.0,25.0,36.0,423,1100,77,0.203,321000,76.9,71.39,40
I5_ B1687,5240,135000,25,569.76,75.9,19.0,50.0,37.0,446,4123,84,0.175,276000,46.85,46.08,130
I5_ B1688,4040,135000,25,569.76,139.2,19.0,50.0,27.0,436,966,87,0.22,348000,61.98,60.38,120
I5_ B1689,4140,135000,25,569.76,95.7,19.0,50.0,32.0,414,4123,82,0.177,279000,91.11,70.19,35
I5_ B1690,4380,135000,25,593.87,324.8,19.0,50.0,29.0,432,1068,82,0.165,261000,66.24,46.04,155
I5_ B1691,5380,135000,25,593.87,365.4,19.0,50.0,32.0,460,1034,82,0.184,291000,67.19,57.18,110
I5_ B1692,3920,135000,25,593.87,304.5,19.0,50.0,39.0,415,1034,88,0.222,351000,105.65,70.59,40
I5_ B1693,5160,135000,25,854.64,224.4,19.0,50.0,34.0,458,1034,83,0.175,276000,53.43,49.65,170
I5_ B1694,5520,135000,25,854.64,132.6,19.0,50.0,33.0,441,1138,83,0.207,327000,64.27,64.81,140
I5_ B1695,5140,135000,25,854.64,69.6,19.0,50.0,28.0,459,4100,73,0.224,354000,87.75,71.36,35
I5_ B1696,4640,135000,25,569.76,244.8,19.0,62.5,34.0,429,1034,86,0.201,318000,46.95,45.46,140
I5_ B1697,5560,135000,25,569.76,244.8,19.0,62.5,32.0,420,1034,87,0.203,321000,50.19,58.98,110
I5_ B1698,4920,135000,25,569.76,72.0,19.0,62.5,37.0,450,4100,80,0.16,252000,67.19,70.42,40
I5_ B1699,4900,135000,25,593.87,220.0,19.0,62.5,40.0,439,1100,82,0.207,327000,53.81,37.78,215
I5_ B1700,4220,135000,25,593.87,324.8,19.0,62.5,37.0,415,1034,84,0.182,288000,78.32,40.16,125
I5_ B1701,4700,135000,25,593.87,306.0,19.0,62.5,32.0,450,1034,86,0.203,321000,104.44,70.17,35
I5_ B1702,4780,135000,25,854.64,224.4,19.0,62.5,30.0,423,1068,82,0.179,282000,58.54,45.93,195
I5_ B1703,4820,135000,25,854.64,107.1,19.0,62.5,28.0,436,1138,85,0.16699999999999998,264000,66.95,60.41,170
I5_ B1704,4700,135000,25,854.64,153.0,19.0,62.5,32.0,427,1138,87,0.182,288000,83.92,69.96,45
I5_ B1705,5400,135000,25,569.76,132.6,19.0,75.0,38.0,427,1138,82,0.222,351000,43.67,45.35,155
I5_ B1706,5800,135000,25,569.76,150.8,19.0,75.0,29.0,426,966,83,0.175,276000,39.61,57.32,145
I5_ B1707,6180,135000,25,569.76,142.8,19.0,75.0,27.0,449,1138,87,0.177,279000,52.92,71.38,50
I5_ B1708,3740,135000,25,593.87,365.4,19.0,75.0,27.0,422,1034,82,0.156,246000,74.37,48.18,185
I5_ B1709,3920,135000,25,593.87,214.2,19.0,75.0,40.0,431,1034,82,0.163,257999,81.34,57.5,120
I5_ B1710,4700,135000,25,593.87,112.2,19.0,75.0,33.0,446,1138,86,0.203,321000,76.24,71.43,45
I5_ B1711,4600,135000,25,854.64,487.2,19.0,75.0,36.0,455,1034,84,0.196,309000,75.3,43.81,185
I5_ B1712,5420,135000,25,854.64,224.4,19.0,75.0,32.0,426,1034,84,0.217,342000,76.19,63.69,140
I5_ B1713,4900,135000,25,854.64,112.2,19.0,75.0,37.0,432,1138,83,0.205,324000,89.39,72.57,120
I5_ B1714,4720,135000,38,569.76,168.2,19.0,0.0,35.0,427,966,86,0.17300000000000001,273000,39.25,46.33,140
I5_ B1715,6120,135000,38,569.76,210.0,19.0,0.0,36.0,419,1100,79,0.186,294000,41.34,63.39,40
I5_ B1716,6200,135000,38,569.76,255.0,19.0,0.0,39.0,458,1068,83,0.175,276000,55.62,69.82,35
I5_ B1717,5040,135000,38,593.87,137.7,19.0,0.0,30.0,421,1138,87,0.19,300000,46.65,45.13,170
I5_ B1718,3840,135000,38,593.87,117.3,19.0,0.0,33.0,427,1138,88,0.20900000000000002,330000,75.89,55.12,140
I5_ B1719,4260,135000,38,593.87,64.8,19.0,0.0,29.0,449,4100,83,0.211,333000,88.96,71.28,40
I5_ B1720,4260,135000,38,854.64,153.0,19.0,0.0,40.0,440,1138,86,0.217,342000,75.1,48.18,195
I5_ B1721,4240,135000,38,854.64,220.0,19.0,0.0,35.0,430,1100,83,0.22,348000,66.1,53.64,190
I5_ B1722,5760,135000,38,854.64,51.0,19.0,0.0,37.0,442,4840,74,0.19799999999999998,312000,71.35,71.05,45
I5_ B1723,5640,135000,38,569.76,280.0,19.0,38.0,29.0,425,1100,72,0.16899999999999998,267000,36.58,46.28,165
I5_ B1724,5140,135000,38,569.76,304.5,19.0,38.0,32.0,417,1068,86,0.2,315000,59.04,63.78,55
I5_ B1725,4360,135000,38,569.76,304.5,19.0,38.0,36.0,435,1068,87,0.224,354000,74.0,70.76,45
I5_ B1726,5040,135000,38,593.87,45.9,19.0,38.0,40.0,430,4840,85,0.18100000000000002,285000,54.55,47.49,175
I5_ B1727,4900,135000,38,593.87,324.8,19.0,38.0,32.0,441,1068,85,0.163,257999,75.36,43.88,120
I5_ B1728,5000,135000,38,593.87,69.3,19.0,38.0,31.0,451,4123,74,0.205,324000,84.59,71.92,35
I5_ B1729,6200,135000,38,854.64,40.8,19.0,38.0,32.0,441,4840,76,0.2,315000,42.95,43.37,15
I5_ B1730,4360,135000,38,854.64,300.0,19.0,38.0,38.0,432,1100,80,0.165,261000,80.59,58.49,125
I5_ B1731,5380,135000,38,854.64,224.4,19.0,38.0,31.0,420,1068,84,0.19799999999999998,312000,85.33,71.85,50
I5_ B1732,4040,135000,38,569.76,234.6,19.0,76.0,30.0,431,1034,87,0.175,276000,44.75,43.7,220
I5_ B1733,5760,135000,38,569.76,230.0,19.0,76.0,36.0,433,1100,77,0.224,354000,55.28,63.8,40
I5_ B1734,5640,135000,38,569.76,270.0,19.0,76.0,27.0,453,1100,81,0.2,315000,54.01,71.32,40
I5_ B1735,4300,135000,38,593.87,23.1,19.0,76.0,29.0,417,4318,83,0.18100000000000002,285000,53.05,45.72,290
I5_ B1736,4940,135000,38,593.87,40.8,19.0,76.0,35.0,449,4840,84,0.211,333000,58.21,53.07,205
I5_ B1737,5380,135000,38,593.87,49.3,19.0,76.0,30.0,444,4840,72,0.22,348000,70.24,71.05,40
I5_ B1738,5640,135000,38,854.64,275.4,19.0,76.0,37.0,427,1034,82,0.188,297000,53.07,49.48,200
I5_ B1739,5520,135000,38,854.64,265.2,19.0,76.0,31.0,439,1034,86,0.186,294000,63.15,60.72,180
I5_ B1740,4700,135000,38,854.64,527.8,19.0,76.0,33.0,435,1068,82,0.158,248999,108.81,70.58,50
I5_ B1741,5320,135000,38,569.76,102.0,19.0,95.0,37.0,437,1138,87,0.219,345000,35.73,44.45,210
I5_ B1742,4980,135000,38,569.76,214.2,19.0,95.0,37.0,450,1068,83,0.207,327000,63.05,60.64,45
I5_ B1743,4360,135000,38,569.76,35.7,19.0,95.0,30.0,435,4840,81,0.217,342000,66.73,71.59,45
I5_ B1744,4080,135000,38,593.87,30.8,19.0,95.0,32.0,436,4318,78,0.177,279000,57.49,46.3,250
I5_ B1745,4160,135000,38,593.87,31.9,19.0,95.0,38.0,446,4318,75,0.154,243000,74.83,56.57,205
I5_ B1746,4940,135000,38,593.87,40.8,19.0,95.0,34.0,459,4840,80,0.205,324000,79.11,71.14,40
I5_ B1747,5660,135000,38,854.64,406.0,19.0,95.0,32.0,422,1034,88,0.19799999999999998,312000,51.74,46.4,215
I5_ B1748,4540,135000,38,854.64,210.0,19.0,95.0,36.0,426,1100,76,0.201,318000,61.32,54.19,235
I5_ B1749,4740,135000,38,854.64,50.4,19.0,95.0,27.0,446,4100,80,0.177,279000,73.5,72.62,175
I5_ B1750,4340,135000,38,569.76,244.8,19.0,114.0,31.0,436,1068,83,0.203,321000,52.43,44.0,215
I5_ B1751,4860,135000,38,569.76,132.6,19.0,114.0,39.0,419,1138,87,0.217,342000,58.26,61.44,165
I5_ B1752,6100,135000,38,569.76,40.8,19.0,114.0,37.0,415,4840,76,0.19,300000,50.78,70.54,45
I5_ B1753,4180,135000,38,593.87,33.0,19.0,114.0,27.0,447,4318,77,0.171,270000,64.82,47.71,255
I5_ B1754,4220,135000,38,593.87,25.3,19.0,114.0,38.0,417,4318,79,0.211,333000,75.82,60.55,185
I5_ B1755,4620,135000,38,593.87,31.9,19.0,114.0,33.0,447,4318,73,0.152,240000,81.64,70.14,40
I5_ B1756,5920,135000,38,854.64,57.6,19.0,114.0,35.0,438,4100,74,0.16,252000,52.9,49.26,300
I5_ B1757,5680,135000,38,854.64,295.8,19.0,114.0,29.0,452,1068,88,0.19799999999999998,312000,64.82,57.38,220
I5_ B1758,4180,135000,38,854.64,117.3,19.0,114.0,32.0,420,1138,88,0.19799999999999998,312000,92.0,71.0,155
I5_ B1759,5820,157500,25,569.76,122.4,19.0,0.0,39.0,424,1138,82,0.211,333000,32.29,45.69,130
I5_ B1760,4280,157500,25,569.76,345.1,19.0,0.0,38.0,426,1068,83,0.182,288000,67.88,56.83,40
I5_ B1761,4120,157500,25,569.76,69.3,19.0,0.0,39.0,420,4123,75,0.18100000000000002,285000,70.6,70.16,35
I5_ B1762,5060,157500,25,593.87,133.4,19.0,0.0,29.0,439,966,84,0.22599999999999998,357000,51.67,46.72,185
I5_ B1763,5440,157500,25,593.87,121.8,19.0,0.0,29.0,418,966,84,0.158,248999,53.75,58.97,15
I5_ B1764,4880,157500,25,593.87,133.4,19.0,0.0,38.0,441,966,86,0.194,306000,77.21,69.94,40
I5_ B1765,4700,157500,25,854.64,220.0,19.0,0.0,32.0,429,1100,74,0.163,257999,51.17,45.02,155
I5_ B1766,5740,157500,25,854.64,548.1,19.0,0.0,30.0,447,1068,87,0.154,243000,75.77,59.74,40
I5_ B1767,4800,157500,25,854.64,72.0,19.0,0.0,31.0,427,4100,79,0.18100000000000002,285000,100.53,71.48,30
I5_ B1768,5440,157500,25,569.76,153.0,19.0,25.0,40.0,434,1138,82,0.19799999999999998,312000,45.34,47.58,125
